3071112/112223611123131/1254	112223611123131/3071112/1254
441111111112/1223011223631/1727	1223011223631/441111111112/1727
274511111112/112223412222311111122391123131/8512	112223412222311111122391123131/274511111112/8512
6111112/11222301111230111223031/6536	11222301111230111223031/6111112/6536
31112/112361111122371112341222222233111223631/0070	112361111122371112341222222233111223631/31112/0070
51112/1231122223031/9700	1231122223031/51112/9700
788011111112/1111122223931/4093	1111122223931/788011111112/4093
041112/11122223531/4706	11122223531/041112/4706
684372851112/1111122230123211123431/3374	1111122230123211123431/684372851112/3374
61112/1123231/2527	1123231/61112/2527
51111111112/1123611123431/5025	1123611123431/51111111112/5025
5511111112/11112223231/0812	11112223231/5511111112/0812
07111112/123731/0387	123731/07111112/0387
772936111112/12223011223631/7401	12223011223631/772936111112/7401
31111111112/123211112223431/1118	123211112223431/31111111112/1118
611112/11112223311112238111112223231/7784	11112223311112238111112223231/611112/7784
01112/11111111122231112223031/8335	11111111122231112223031/01112/8335
5011111112/112222223011222223731/1327	112222223011222223731/5011111112/1327
91112/11122222223231/1088	11122222223231/91112/1088
600111112/112321222391111236123631/2786	112321222391111236123631/600111112/2786
632111112/1111111223712223231/5143	1111111223712223231/632111112/5143
057211111112/11223631/3186	11223631/057211111112/3186
83471112/111111222223231/7851	111111222223231/83471112/7851
71112/1234111222232123031/2680	1234111222232123031/71112/2680
94979411111112/11122321223831/1312	11122321223831/94979411111112/1312
5111112/11123031/7075	11123031/5111112/7075
31111111112/1223711223111122311122223231/9179	1223711223111122311122223231/31111111112/9179
129711111112/112223531/4918	112223531/129711111112/4918
751691112/1222222222222223212222223112234111111111112235123731/7455	1222222222222223212222223112234111111111112235123731/751691112/7455
026111111111112/1123111111122331111222235111231123831/5225	1123111111122331111222235111231123831/026111111111112/5225
857211111112/123512223711236123212361223331/2466	123512223711236123212361223331/857211111112/2466
8451112/123231/0719	123231/8451112/0719
991112/111111223212222391122223611123511112233111223612223812223211223431/4282	111111223212222391122223611123511112233111223612223812223211223431/991112/4282
75111112/112222222223411112371222351222223831/8287	112222222223411112371222351222223831/75111112/8287
41112/123831/8462	123831/41112/8462
391112/1222222371112223012321122351123331/7042	1222222371112223012321122351123331/391112/7042
187011111112/112223211112351123411236111222223831/9332	112223211112351123411236111222223831/187011111112/9332
27111112/11223531/6955	11223531/27111112/6955
1111112/111231112371222361123212237112391231111111111223231/6381	111231112371222361123212237112391231111111111223231/1111112/6381
369211111112/11222311111112223812381223612371122223231/3936	11222311111112223812381223612371122223231/369211111112/3936
2111112/123431/1130	123431/2111112/1130
311111112/1122235112223031/8578	1122235112223031/311111112/8578
7511211111111111112/1239111111123031/5726	1239111111123031/7511211111111111112/5726
4501112/1122222223312223731/5823	1122222223312223731/4501112/5823
511111112/111111123531/5873	111111123531/511111112/5873
563111111111112/112301112223131/3080	112301112223131/563111111111112/3080
2913932561112/111112223431/4031	111112223431/2913932561112/4031
711112/123131/6034	123131/711112/6034
311111112/1112234123211222222222371111112321222230111111112222222222222223231/6227	1112234123211222222222371111112321222230111111112222222222222223231/311111112/6227
579801112/12321122234123311222222223511123331/8579	12321122234123311222222223511123331/579801112/8579
88111112/11123931/0974	11123931/88111112/0974
971112/1222222222321123931/8818	1222222222321123931/971112/8818
6111111111111111111111112/1230111123631/2447	1230111123631/6111111111111111111111112/2447
14491112/11112341112222222361222222223931/0670	11112341112222222361222222223931/14491112/0670
58631112/1112311123631/9533	1112311123631/58631112/9533
21112/122223431/3959	122223431/21112/3959
311111111111112/1111123531/1598	1111123531/311111111111112/1598
651111111111111112/1233123731/8060	1233123731/651111111111111112/8060
38761111111112/1122235122223731/5196	1122235122223731/38761111111112/5196
11112/1112371122233111123331/5328	1112371122233111123331/11112/5328
360111112/11122223511122351112361112381223831/8700	11122223511122351112361112381223831/360111112/8700
61112/112222311112222381112341223131/2466	112222311112222381112341223131/61112/2466
111111112/111123831/0739	111123831/111111112/0739
65111112/11222232112381112223231/3010	11222232112381112223231/65111112/3010
391112/1122222223031/8512	1122222223031/391112/8512
61112/111112223631/0212	111112223631/61112/0212
809260451111111112/1111123331/3458	1111123331/809260451111111112/3458
601111112/122222234122223631/7521	122222234122223631/601111112/7521
51112/1111234111223331/4959	1111234111223331/51112/4959
30508736751111111112/123212222331239111111123931/6535	123212222331239111111123931/30508736751111111112/6535
681112/123031/3694	123031/681112/3694
7321411111112/11111111237112234112222230112230123312331112222222223031/5022	11111111237112234112222230112230123312331112222222223031/7321411111112/5022
741112/1222222230111111123011223431/8024	1222222230111111123011223431/741112/8024
251112/1112351112381112391122222223331/8180	1112351112381112391122222223331/251112/8180
51111111111112/111222222223031/2899	111222222223031/51111111111112/2899
716111111111111111112/11223531/8515	11223531/716111111111111111112/8515
071111111111111111112/111222223331/8625	111222223331/071111111111111111112/8625
21111111112/1122371122236123131/1023	1122371122236123131/21111111112/1023
23836201112/11111223931/4123	11111223931/23836201112/4123
1824721111111112/1223112223531/7697	1223112223531/1824721111111112/7697
61111111112/111223711111112381222222222321111111123611122234122222222239112222311111222223712222321123331/0506	111223711111112381222222222321111111123611122234122222222239112222311111222223712222321123331/61111111112/0506
191112/122223531/7773	122223531/191112/7773
851112/111112236111111112311123411222371111222391111123831/7401	111112236111111112311123411222371111222391111123831/851112/7401
0211111112/1239111222222236111122223531/3105	1239111222222236111122223531/0211111112/3105
511111112/122222321112321111237123931/4840	122222321112321111237123931/511111112/4840
794111112/111122238111223211112223511122223431/8753	111122238111223211112223511122223431/794111112/8753
9061112/1122351111112222381222223431/7092	1122351111112222381222223431/9061112/7092
111111112/11223531/2415	11223531/111111112/2415
611111112/1223211123431/6978	1223211123431/611111112/6978
125891112/111123611123531/8151	111123611123531/125891112/8151
61427721111111111112/1111112223712233122311111111111223931/8118	1111112223712233122311111111111223931/61427721111111111112/8118
59561301112/111111111111123512223211236122237111123931/9563	111111111111123512223211236122237111123931/59561301112/9563
6111112/1123431/9945	1123431/6111112/9945
511111112/123031/1166	123031/511111112/1166
31112/12222321123931/5274	12222321123931/31112/5274
2111112/111222223631/4978	111222223631/2111112/4978
6111112/111123731/9081	111123731/6111112/9081
921112/123231/4755	123231/921112/4755
546111112/1112223812222237111223831/8531	1112223812222237111223831/546111112/8531
9111111111112/11111111123631/4290	11111111123631/9111111111112/4290
5661111111112/112236123031/0968	112236123031/5661111111112/0968
21112/123731/5524	123731/21112/5524
61112/1111111112223511223912223431/9433	1111111112223511223912223431/61112/9433
88111112/1122311122223211123212239111111123231/0545	1122311122223211123212239111111123231/88111112/0545
7351112/1112223231/5868	1112223231/7351112/5868
449511112/1123931/7382	1123931/449511112/7382
44231111111112/11231123431/7467	11231123431/44231111111112/7467
961112/111122222223731/1083	111122222223731/961112/1083
741112/11223631/8939	11223631/741112/8939
5211111112/1122223812331112341223412223731/4638	1122223812331112341223412223731/5211111112/4638
32901112/1111123831/7819	1111123831/32901112/7819
31112/112222223331/2288	112222223331/31112/2288
31111111111111111111112/122311231123511223631/0151	122311231123511223631/31111111111111111111112/0151
111111112/1111122236111123331/7577	1111122236111123331/111111112/7577
417134111112/111111123731/4828	111111123731/417134111112/4828
1140111112/111222238122341235111223331/7504	111222238122341235111223331/1140111112/7504
2065111112/123712222331111112223931/0175	123712222331111112223931/2065111112/0175
1351112/123512236112341112301123031/6413	123512236112341112301123031/1351112/6413
7111112/112239111123712222361223112222223011123931/4636	112239111123712222361223112222223011123931/7111112/4636
111111112/112223331/8941	112223331/111111112/8941
7111112/111111112321112223331/6268	111111112321112223331/7111112/6268
81112/11223431/1389	11223431/81112/1389
0111112/123631/8220	123631/0111112/8220
541112/1112223131/6515	1112223131/541112/6515
316111112/11112341237112222222223712351223831/0769	11112341237112222222223712351223831/316111112/0769
815811111112/1111122223631/6892	1111122223631/815811111112/6892
91112/1111223731/2153	1111223731/91112/2153
77211111112/123111112321111122223131/9729	123111112321111122223131/77211111112/9729
73111111111112/1223331/9652	1223331/73111111111112/9652
11112/12223731/7281	12223731/11112/7281
582111112/1123031/9082	1123031/582111112/9082
90411112/11222222235123831/0522	11222222235123831/90411112/0522
31112/122301123031/9755	122301123031/31112/9755
31112/122222361238111122223731/0701	122222361238111122223731/31112/0701
81112/1222230123331/9062	1222230123331/81112/9062
060111112/11222222234112223231/4730	11222222234112223231/060111112/4730
64624111111111112/122223711122222223831/4287	122223711122222223831/64624111111111112/4287
131112/11222222231111112331222361223231/4638	11222222231111112331222361223231/131112/4638
99211111112/123031/0478	123031/99211111112/0478
71112/1123131/9217	1123131/71112/9217
51112/122223211123311232111223131/7875	122223211123311232111223131/51112/7875
5111112/1223631/7127	1223631/5111112/7127
737412781112/1122301231123011111123331/1065	1122301231123011111123331/737412781112/1065
85311111111111112/12222233111223012222222230123931/5730	12222233111223012222222230123931/85311111111111112/5730
81112/11112222231123831/7598	11112222231123831/81112/7598
431891112/122351111112222233111122239123631/3746	122351111112222233111122239123631/431891112/3746
629891112/11123111222222222223711122311222381222222222321222351112223331/3000	11123111222222222223711122311222381222222222321222351112223331/629891112/3000
021112/11112223131/5184	11112223131/021112/5184
0111112/111235112321123031/2448	111235112321123031/0111112/2448
44811111112/1222223511123731/1543	1222223511123731/44811111112/1543
742111111111111111112/1236112223811223612223531/2212	1236112223811223612223531/742111111111111111112/2212
17197271112/11112223931/4124	11112223931/17197271112/4124
761112/112236112223731/1984	112236112223731/761112/1984
3171112/111122223911111111122222222223411122371222222381122331232122222234111122311111112341122222223331/3581	111122223911111111122222222223411122371222222381122331232122222234111122311111112341122222223331/3171112/3581
721112/11222223731/3469	11222223731/721112/3469
031112/1111222237122321123012341123731/5730	1111222237122321123012341123731/031112/5730
81112/111112222341123431/4670	111112222341123431/81112/4670
8154111112/12381111122391239122222222223431/1658	12381111122391239122222222223431/8154111112/1658
7207350511111111111112/1111123411123231/2718	1111123411123231/7207350511111111111112/2718
31111111111111112/1123612222223311123731/8179	1123612222223311123731/31111111111111112/8179
41112/112222361236123531/5542	112222361236123531/41112/5542
11112/1122361223912223712223631/8289	1122361223912223712223631/11112/8289
316799811112/1112237111122223031/4799	1112237111122223031/316799811112/4799
591111111112/11111122341123211112223131/3254	11111122341123211112223131/591111111112/3254
2711111112/122361236112223812222223112222223731/9371	122361236112223812222223112222223731/2711111112/9371
