# _4C\n\nExplanation: \n	{"Pref"={"#comment"="_4C"}}{"Pref"={"Explanation"=""}}
# 2I\n	{"Pref"={"#comment"="2I"}}
# r\n	{"Pref"={"#comment"="r"}}
Pin-Priority: 23\n\n# C\n	{"Pref"={"Pin-Priority"="23"}}{"Pref"={"#comment"="C"}}
Pin-Priority: 98\n\nPin-Priority: 10\n\n# SAAsyq'8me\n\nPackage: \n	{"Pref"={"Pin-Priority"="98"}}{"Pref"={"Pin-Priority"="10"}}{"Pref"={"#comment"="SAAsyq'8me"}}{"Pref"={"Package"=""}}
# \n	{"Pref"={"#comment"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin: \n	{"Pref"={"Pin"=""}}
Explanation: \n\nExplanation: =\n\nExplanation: Y\n\nExplanation: d\n\nExplanation: 7\n\nExplanation: \n\nPin-Priority: 6\n\n# \n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="="}}{"Pref"={"Explanation"="Y"}}{"Pref"={"Explanation"="d"}}{"Pref"={"Explanation"="7"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="6"}}{"Pref"={"#comment"=""}}
Pin: \n\nPin: s\n	{"Pref"={"Pin"=""}}{"Pref"={"Pin"="s"}}
# \n	{"Pref"={"#comment"=""}}
Pin: '\n\nPackage: yG\n\nExplanation: w7=4p=Yv1\n	{"Pref"={"Pin"="'"}}{"Pref"={"Package"="yG"}}{"Pref"={"Explanation"="w7=4p=Yv1"}}
Pin: Hcg\n	{"Pref"={"Pin"="Hcg"}}
Pin: \n\nPackage: *\n\n# QSg\n\nExplanation: \n\nPackage: U\n\nPackage: *\n	{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}{"Pref"={"#comment"="QSg"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="U"}}{"Pref"={"Package"="*"}}
Explanation: I\n	{"Pref"={"Explanation"="I"}}
Explanation: o\n\n# \n\nExplanation: \n	{"Pref"={"Explanation"="o"}}{"Pref"={"#comment"=""}}{"Pref"={"Explanation"=""}}
Explanation: H\n	{"Pref"={"Explanation"="H"}}
Pin: \n\nPin-Priority: 386572258\n\n# \n\nPin-Priority: 6504637\n\nExplanation: 1\n\nPackage: gzdZ\n\nPin: \n\n# YMll\n\nPin-Priority: 61\n\nExplanation: IWI\n\n# \n	{"Pref"={"Pin"=""}}{"Pref"={"Pin-Priority"="386572258"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="6504637"}}{"Pref"={"Explanation"="1"}}{"Pref"={"Package"="gzdZ"}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"="YMll"}}{"Pref"={"Pin-Priority"="61"}}{"Pref"={"Explanation"="IWI"}}{"Pref"={"#comment"=""}}
Pin-Priority: 2815\n\nPackage: \n	{"Pref"={"Pin-Priority"="2815"}}{"Pref"={"Package"=""}}
Pin-Priority: 7\n\n# '\n	{"Pref"={"Pin-Priority"="7"}}{"Pref"={"#comment"="'"}}
# WP\n\nExplanation: fV\n\n# \n\nPin: \n\n# \n\nPackage: *\n	{"Pref"={"#comment"="WP"}}{"Pref"={"Explanation"="fV"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Package"="*"}}
Pin: a7\n	{"Pref"={"Pin"="a7"}}
Pin-Priority: 091\n\nExplanation: 5.mR\n	{"Pref"={"Pin-Priority"="091"}}{"Pref"={"Explanation"="5.mR"}}
# 9\n\nExplanation: eb\n\nExplanation: \n\n#  3\n\nExplanation: \n\nPin: \n	{"Pref"={"#comment"="9"}}{"Pref"={"Explanation"="eb"}}{"Pref"={"Explanation"=""}}{"Pref"={"#comment"=" 3"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=""}}
Pin: n9\n\nPin: \n\nPin-Priority: 15106727\n	{"Pref"={"Pin"="n9"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin-Priority"="15106727"}}
Explanation: jp\n	{"Pref"={"Explanation"="jp"}}
Pin-Priority: 5255\n\nPin: o\n\nPin: \n	{"Pref"={"Pin-Priority"="5255"}}{"Pref"={"Pin"="o"}}{"Pref"={"Pin"=""}}
Pin: \n	{"Pref"={"Pin"=""}}
Pin: 'j=\n\nExplanation: '\n	{"Pref"={"Pin"="'j="}}{"Pref"={"Explanation"="'"}}
Package: zN\n	{"Pref"={"Package"="zN"}}
Pin-Priority: 7637\n\nPackage: \n\nPackage: -i"+tO\n\nPin: \n\nPin: 5x\n\nPin: 0\n\nPackage: *\n\n# \n\nPackage: *\n\nPackage: \n	{"Pref"={"Pin-Priority"="7637"}}{"Pref"={"Package"=""}}{"Pref"={"Package"="-i"+tO"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"="5x"}}{"Pref"={"Pin"="0"}}{"Pref"={"Package"="*"}}{"Pref"={"#comment"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Package"=""}}
Pin-Priority: 590\n	{"Pref"={"Pin-Priority"="590"}}
Explanation: P\n\nExplanation: XDb\n\nPackage: *\n\nExplanation: i\n\nExplanation: C-\n\nExplanation: Y1j\n\nExplanation: E\n	{"Pref"={"Explanation"="P"}}{"Pref"={"Explanation"="XDb"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"="i"}}{"Pref"={"Explanation"="C-"}}{"Pref"={"Explanation"="Y1j"}}{"Pref"={"Explanation"="E"}}
# U+C1u\n\nExplanation: \n\nPin: FJk\n\nPackage: *\n\nExplanation: \n\nPin-Priority: 4\n	{"Pref"={"#comment"="U+C1u"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin"="FJk"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="4"}}
# cz\n	{"Pref"={"#comment"="cz"}}
# \n	{"Pref"={"#comment"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
# cW\n	{"Pref"={"#comment"="cW"}}
Explanation: \n\n# R+2hx/\n	{"Pref"={"Explanation"=""}}{"Pref"={"#comment"="R+2hx/"}}
Pin-Priority: 42\n\nPin-Priority: 7\n\nPin: 5pE\n	{"Pref"={"Pin-Priority"="42"}}{"Pref"={"Pin-Priority"="7"}}{"Pref"={"Pin"="5pE"}}
Pin-Priority: 845\n	{"Pref"={"Pin-Priority"="845"}}
Pin-Priority: 8920991\n\nPackage: *\n\nPackage: U'\n	{"Pref"={"Pin-Priority"="8920991"}}{"Pref"={"Package"="*"}}{"Pref"={"Package"="U'"}}
Pin: o=\n\nPin: Rx6\n\nPin-Priority: 6\n\nPin: Yhy\n\n# \n\nPin-Priority: 030\n	{"Pref"={"Pin"="o="}}{"Pref"={"Pin"="Rx6"}}{"Pref"={"Pin-Priority"="6"}}{"Pref"={"Pin"="Yhy"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="030"}}
Pin-Priority: 3\n	{"Pref"={"Pin-Priority"="3"}}
Package: *\n\nPackage: *\n\nExplanation: \n\nExplanation: lt\n\nPin: uDNjG\n	{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="lt"}}{"Pref"={"Pin"="uDNjG"}}
# \n\nExplanation: d9k\n	{"Pref"={"#comment"=""}}{"Pref"={"Explanation"="d9k"}}
Pin-Priority: 64\n\nExplanation: 3Q\n\n# bG\n	{"Pref"={"Pin-Priority"="64"}}{"Pref"={"Explanation"="3Q"}}{"Pref"={"#comment"="bG"}}
Explanation: iyj5\n\nExplanation: r\n	{"Pref"={"Explanation"="iyj5"}}{"Pref"={"Explanation"="r"}}
# \n	{"Pref"={"#comment"=""}}
Pin: \n	{"Pref"={"Pin"=""}}
# \n\nPin: B\n	{"Pref"={"#comment"=""}}{"Pref"={"Pin"="B"}}
Pin-Priority: 819\n\nExplanation: d\n\nExplanation: \n\nPin-Priority: 0818\n	{"Pref"={"Pin-Priority"="819"}}{"Pref"={"Explanation"="d"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="0818"}}
# PmxMrk\n\nPin: C\n	{"Pref"={"#comment"="PmxMrk"}}{"Pref"={"Pin"="C"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin: :6\n\n# u\n\nPackage: Ka\n	{"Pref"={"Pin"=":6"}}{"Pref"={"#comment"="u"}}{"Pref"={"Package"="Ka"}}
Pin: \n	{"Pref"={"Pin"=""}}
Pin: Z\n	{"Pref"={"Pin"="Z"}}
Package: 1\n\nPackage: \n	{"Pref"={"Package"="1"}}{"Pref"={"Package"=""}}
Pin-Priority: 51\n	{"Pref"={"Pin-Priority"="51"}}
Pin: Yl\n\nPackage: *\n	{"Pref"={"Pin"="Yl"}}{"Pref"={"Package"="*"}}
Explanation: \n\nExplanation: '\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="'"}}
Explanation: \n\n# b\n\nPin: \n\nPin: \n	{"Pref"={"Explanation"=""}}{"Pref"={"#comment"="b"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"=""}}
Pin-Priority: 17289\n\nPin-Priority: 56\n\nPackage: pCz\n	{"Pref"={"Pin-Priority"="17289"}}{"Pref"={"Pin-Priority"="56"}}{"Pref"={"Package"="pCz"}}
Explanation: \n\nPackage: *\n	{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}
Pin-Priority: 2\n\nExplanation: \n	{"Pref"={"Pin-Priority"="2"}}{"Pref"={"Explanation"=""}}
Pin-Priority: 6075\n\n# WbO\n\n# L\n	{"Pref"={"Pin-Priority"="6075"}}{"Pref"={"#comment"="WbO"}}{"Pref"={"#comment"="L"}}
Pin: o\n\nPin: \n\nExplanation: yO\n\nPackage: L\n	{"Pref"={"Pin"="o"}}{"Pref"={"Pin"=""}}{"Pref"={"Explanation"="yO"}}{"Pref"={"Package"="L"}}
Pin-Priority: 7990\n\nPin-Priority: 1\n\nPin: \n	{"Pref"={"Pin-Priority"="7990"}}{"Pref"={"Pin-Priority"="1"}}{"Pref"={"Pin"=""}}
Package: F\n\nExplanation: pU-\n\nExplanation: \n\nPin-Priority: 4\n	{"Pref"={"Package"="F"}}{"Pref"={"Explanation"="pU-"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="4"}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Pin-Priority: 1\n\nPin-Priority: 571\n\nPin-Priority: 61039\n\n# \n\nPackage: *\n\nPin-Priority: 7027971\n	{"Pref"={"Pin-Priority"="1"}}{"Pref"={"Pin-Priority"="571"}}{"Pref"={"Pin-Priority"="61039"}}{"Pref"={"#comment"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="7027971"}}
Explanation: U\n\n# 4H\n\nPackage: +d\n\nExplanation: QG\n	{"Pref"={"Explanation"="U"}}{"Pref"={"#comment"="4H"}}{"Pref"={"Package"="+d"}}{"Pref"={"Explanation"="QG"}}
Pin-Priority: 70\n	{"Pref"={"Pin-Priority"="70"}}
Explanation: H\n	{"Pref"={"Explanation"="H"}}
Pin-Priority: 6\n	{"Pref"={"Pin-Priority"="6"}}
# g:riO\n\n# \n\nExplanation: b\n	{"Pref"={"#comment"="g:riO"}}{"Pref"={"#comment"=""}}{"Pref"={"Explanation"="b"}}
Pin-Priority: 84\n	{"Pref"={"Pin-Priority"="84"}}
# \n	{"Pref"={"#comment"=""}}
Explanation: 3\n\n# \n	{"Pref"={"Explanation"="3"}}{"Pref"={"#comment"=""}}
# 9fW\n\nPin: \n\nPin: v\n\nPin-Priority: 3\n	{"Pref"={"#comment"="9fW"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"="v"}}{"Pref"={"Pin-Priority"="3"}}
Explanation: RVxcG-\n	{"Pref"={"Explanation"="RVxcG-"}}
Pin: n\n	{"Pref"={"Pin"="n"}}
Pin: \n	{"Pref"={"Pin"=""}}
Pin-Priority: 8\n\nPin: J\n\nPin: p\n	{"Pref"={"Pin-Priority"="8"}}{"Pref"={"Pin"="J"}}{"Pref"={"Pin"="p"}}
Pin-Priority: 766382\n\nPin: z\n	{"Pref"={"Pin-Priority"="766382"}}{"Pref"={"Pin"="z"}}
Pin-Priority: 4871\n	{"Pref"={"Pin-Priority"="4871"}}
Pin-Priority: 0\n	{"Pref"={"Pin-Priority"="0"}}
# q/B\n\nPin: /\n	{"Pref"={"#comment"="q/B"}}{"Pref"={"Pin"="/"}}
Pin-Priority: 0\n\nPin-Priority: 0\n\nPackage: *\n\nPackage: R3/\n\nPin: \n	{"Pref"={"Pin-Priority"="0"}}{"Pref"={"Pin-Priority"="0"}}{"Pref"={"Package"="*"}}{"Pref"={"Package"="R3/"}}{"Pref"={"Pin"=""}}
Explanation: G\n	{"Pref"={"Explanation"="G"}}
# \n\nExplanation: \n	{"Pref"={"#comment"=""}}{"Pref"={"Explanation"=""}}
# Gh\n\nPackage: *\n\nExplanation: \n\nPin-Priority: 5284\n	{"Pref"={"#comment"="Gh"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="5284"}}
Pin: \n\nPackage: *\n\nExplanation: \n\nPackage: *\n\nPin-Priority: 208\n\nPin: \n\nExplanation: BS\n	{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="208"}}{"Pref"={"Pin"=""}}{"Pref"={"Explanation"="BS"}}
Pin-Priority: 3\n\n# \n	{"Pref"={"Pin-Priority"="3"}}{"Pref"={"#comment"=""}}
Explanation: \n\nExplanation: fvD\n\nPackage: *\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="fvD"}}{"Pref"={"Package"="*"}}
Package: \n\nExplanation: k\n	{"Pref"={"Package"=""}}{"Pref"={"Explanation"="k"}}
Explanation: M/\n\nPin-Priority: 7\n\n# gv\n\nPackage: *\n	{"Pref"={"Explanation"="M/"}}{"Pref"={"Pin-Priority"="7"}}{"Pref"={"#comment"="gv"}}{"Pref"={"Package"="*"}}
Pin: \n\n# s\n\nPackage: t\n	{"Pref"={"Pin"=""}}{"Pref"={"#comment"="s"}}{"Pref"={"Package"="t"}}
Explanation: 2g\n\nPin-Priority: 28\n	{"Pref"={"Explanation"="2g"}}{"Pref"={"Pin-Priority"="28"}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Explanation: /\n\nExplanation: S\n	{"Pref"={"Explanation"="/"}}{"Pref"={"Explanation"="S"}}
Pin: 2\n	{"Pref"={"Pin"="2"}}
Package: *\n\nPin: X\n	{"Pref"={"Package"="*"}}{"Pref"={"Pin"="X"}}
Explanation: f\n\nExplanation: A"Q\n	{"Pref"={"Explanation"="f"}}{"Pref"={"Explanation"="A"Q"}}
# Yp\n	{"Pref"={"#comment"="Yp"}}
Explanation: \n\nPin-Priority: 5\n\nExplanation: \n\nPackage: *\n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="5"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin: 3\n\nExplanation: t\n\nPackage: dPaN8t\n\nPin-Priority: 6\n\n# \n	{"Pref"={"Pin"="3"}}{"Pref"={"Explanation"="t"}}{"Pref"={"Package"="dPaN8t"}}{"Pref"={"Pin-Priority"="6"}}{"Pref"={"#comment"=""}}
Pin-Priority: 3961950\n\nExplanation: \n\n# 4TXQ\n\nPin: Msiiv9\n\nExplanation: \n\nPin-Priority: 1\n\nPin-Priority: 8\n\nPin-Priority: 3242\n	{"Pref"={"Pin-Priority"="3961950"}}{"Pref"={"Explanation"=""}}{"Pref"={"#comment"="4TXQ"}}{"Pref"={"Pin"="Msiiv9"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="1"}}{"Pref"={"Pin-Priority"="8"}}{"Pref"={"Pin-Priority"="3242"}}
Package: \n	{"Pref"={"Package"=""}}
Explanation: \n\nExplanation: ZC_B\n\nPin-Priority: 2936\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="ZC_B"}}{"Pref"={"Pin-Priority"="2936"}}
# UeBg5\n	{"Pref"={"#comment"="UeBg5"}}
Explanation: \n\nExplanation:  \n\nPin: ET9\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"=" "}}{"Pref"={"Pin"="ET9"}}
Explanation: y\n	{"Pref"={"Explanation"="y"}}
# 3\n	{"Pref"={"#comment"="3"}}
Pin: ZtN\n	{"Pref"={"Pin"="ZtN"}}
Explanation: \n\nPackage: *\n	{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}
Pin-Priority: 5\n	{"Pref"={"Pin-Priority"="5"}}
Pin-Priority: 3268460\n	{"Pref"={"Pin-Priority"="3268460"}}
Package: z\n	{"Pref"={"Package"="z"}}
Pin: \n\nPin-Priority: 87\n	{"Pref"={"Pin"=""}}{"Pref"={"Pin-Priority"="87"}}
# \n\nExplanation: QA\n	{"Pref"={"#comment"=""}}{"Pref"={"Explanation"="QA"}}
Pin-Priority: 2636\n	{"Pref"={"Pin-Priority"="2636"}}
# \n\nPackage: *\n\nExplanation: \n	{"Pref"={"#comment"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}
Pin: eT\n\nPin: \n	{"Pref"={"Pin"="eT"}}{"Pref"={"Pin"=""}}
Explanation: '\n\nExplanation: M\n	{"Pref"={"Explanation"="'"}}{"Pref"={"Explanation"="M"}}
Pin-Priority: 920\n	{"Pref"={"Pin-Priority"="920"}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Pin: \n\nExplanation: X\n	{"Pref"={"Pin"=""}}{"Pref"={"Explanation"="X"}}
# 3\n\nPin: \n\n# r1\n	{"Pref"={"#comment"="3"}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"="r1"}}
Pin: \n	{"Pref"={"Pin"=""}}
Pin-Priority: 132\n	{"Pref"={"Pin-Priority"="132"}}
# j\n	{"Pref"={"#comment"="j"}}
Explanation: C\n	{"Pref"={"Explanation"="C"}}
# Bj\n	{"Pref"={"#comment"="Bj"}}
Pin-Priority: 9\n\n# b\n	{"Pref"={"Pin-Priority"="9"}}{"Pref"={"#comment"="b"}}
Package: \n\nPin-Priority: 769\n\nExplanation: \n	{"Pref"={"Package"=""}}{"Pref"={"Pin-Priority"="769"}}{"Pref"={"Explanation"=""}}
Pin: \n	{"Pref"={"Pin"=""}}
# \n\n# \n	{"Pref"={"#comment"=""}}{"Pref"={"#comment"=""}}
Pin: rI\n\nExplanation: \n	{"Pref"={"Pin"="rI"}}{"Pref"={"Explanation"=""}}
Pin: QT\n	{"Pref"={"Pin"="QT"}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Pin-Priority: 3\n\nPackage: *\n\nExplanation: 8\n\nPackage: *\n\nExplanation: \n\nPackage: \n\nPackage: \n	{"Pref"={"Pin-Priority"="3"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"="8"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"=""}}{"Pref"={"Package"=""}}
Explanation: Ug\n\nPin: ep/gh_\n	{"Pref"={"Explanation"="Ug"}}{"Pref"={"Pin"="ep/gh_"}}
Explanation: =\n\nPin: BUWOw\n	{"Pref"={"Explanation"="="}}{"Pref"={"Pin"="BUWOw"}}
Pin-Priority: 7993\n\n# g\n\nPin-Priority: 0\n\nExplanation: \n	{"Pref"={"Pin-Priority"="7993"}}{"Pref"={"#comment"="g"}}{"Pref"={"Pin-Priority"="0"}}{"Pref"={"Explanation"=""}}
Pin-Priority: 59\n\n# \n	{"Pref"={"Pin-Priority"="59"}}{"Pref"={"#comment"=""}}
Pin: r+:\n\nPin-Priority: 5\n\nExplanation: '\n\nExplanation: _ml\n	{"Pref"={"Pin"="r+:"}}{"Pref"={"Pin-Priority"="5"}}{"Pref"={"Explanation"="'"}}{"Pref"={"Explanation"="_ml"}}
Package: \n	{"Pref"={"Package"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
Explanation: qtj\n	{"Pref"={"Explanation"="qtj"}}
Pin: 8\n\n# A\n	{"Pref"={"Pin"="8"}}{"Pref"={"#comment"="A"}}
# \n\nPackage: i9\n\nPin-Priority: 4\n	{"Pref"={"#comment"=""}}{"Pref"={"Package"="i9"}}{"Pref"={"Pin-Priority"="4"}}
Pin-Priority: 08\n	{"Pref"={"Pin-Priority"="08"}}
Package: \n\nExplanation: tMOSj\n	{"Pref"={"Package"=""}}{"Pref"={"Explanation"="tMOSj"}}
Package: \n	{"Pref"={"Package"=""}}
Pin: q\n\nPackage: r\n	{"Pref"={"Pin"="q"}}{"Pref"={"Package"="r"}}
Pin: 9ojn\n	{"Pref"={"Pin"="9ojn"}}
Pin: x1q\n\nPackage: 6D\n\nPin: Y\n\nExplanation: \n\nPin: \n	{"Pref"={"Pin"="x1q"}}{"Pref"={"Package"="6D"}}{"Pref"={"Pin"="Y"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=""}}
Package: \n\n# +\n	{"Pref"={"Package"=""}}{"Pref"={"#comment"="+"}}
Pin-Priority: 3\n\nPackage: *\n\nPin-Priority: 1\n\nPin: s8Fm\n	{"Pref"={"Pin-Priority"="3"}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="1"}}{"Pref"={"Pin"="s8Fm"}}
Pin-Priority: 05215\n\nPin-Priority: 02518\n\nPackage: *\n\nExplanation: P\n\nPin: J\n	{"Pref"={"Pin-Priority"="05215"}}{"Pref"={"Pin-Priority"="02518"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"="P"}}{"Pref"={"Pin"="J"}}
Explanation: k\n\n# 5\n\nPin-Priority: 83\n\n# \n\nPin-Priority: 0\n\nPin: 'G6\n\nExplanation: \n\nPin-Priority: 5\n	{"Pref"={"Explanation"="k"}}{"Pref"={"#comment"="5"}}{"Pref"={"Pin-Priority"="83"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="0"}}{"Pref"={"Pin"="'G6"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="5"}}
Pin: C\n\nPin-Priority: 04\n\nPin-Priority: 8\n\nPackage: *\n	{"Pref"={"Pin"="C"}}{"Pref"={"Pin-Priority"="04"}}{"Pref"={"Pin-Priority"="8"}}{"Pref"={"Package"="*"}}
Pin: t\n\n# Zr\n\n# \n\nPin-Priority: 95\n	{"Pref"={"Pin"="t"}}{"Pref"={"#comment"="Zr"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="95"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin-Priority: 74\n\nPin-Priority: 2\n\nPin: l\n\nExplanation: \n\nPin: \n	{"Pref"={"Pin-Priority"="74"}}{"Pref"={"Pin-Priority"="2"}}{"Pref"={"Pin"="l"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=""}}
Explanation: kP+y4\n\nExplanation: d\n\nPackage: W\n	{"Pref"={"Explanation"="kP+y4"}}{"Pref"={"Explanation"="d"}}{"Pref"={"Package"="W"}}
Package: *\n\n# w\n\nPin-Priority: 7817\n	{"Pref"={"Package"="*"}}{"Pref"={"#comment"="w"}}{"Pref"={"Pin-Priority"="7817"}}
Package: \n\nPin-Priority: 9\n\nExplanation: qN\n	{"Pref"={"Package"=""}}{"Pref"={"Pin-Priority"="9"}}{"Pref"={"Explanation"="qN"}}
Package: *\n\nPackage: *\n\n# 9\n	{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}{"Pref"={"#comment"="9"}}
# WJe\n	{"Pref"={"#comment"="WJe"}}
# Kf\n\n# \n\nPin-Priority: 06542\n\nPin: Q_y\n	{"Pref"={"#comment"="Kf"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="06542"}}{"Pref"={"Pin"="Q_y"}}
Explanation: b\n	{"Pref"={"Explanation"="b"}}
# b\n\nPin: \n\nPackage: *\n\nPin-Priority: 07\n	{"Pref"={"#comment"="b"}}{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="07"}}
Explanation: \n\nExplanation: \n\nPackage: S7iL\n\nPin: \n\nPin: \n\nPackage: *\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="S7iL"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}
Explanation: \n\nPackage: EctTd\n\nPackage: fA\n\nPin: \n\nPin: \n\nPin: \n	{"Pref"={"Explanation"=""}}{"Pref"={"Package"="EctTd"}}{"Pref"={"Package"="fA"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"=""}}
# 3\n	{"Pref"={"#comment"="3"}}
Explanation: M\n	{"Pref"={"Explanation"="M"}}
Pin-Priority: 5\n\nExplanation: Ol\n\nPin: FHvoj\n\nPackage: *\n	{"Pref"={"Pin-Priority"="5"}}{"Pref"={"Explanation"="Ol"}}{"Pref"={"Pin"="FHvoj"}}{"Pref"={"Package"="*"}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Package: \n	{"Pref"={"Package"=""}}
Explanation: EseNGGzA\n\nPin-Priority: 0\n\nPin: 'vac\n	{"Pref"={"Explanation"="EseNGGzA"}}{"Pref"={"Pin-Priority"="0"}}{"Pref"={"Pin"="'vac"}}
# :\n\n# Z\n\nPin: \n\nPackage: \n\nPackage: *\n\nPin-Priority: 96\n	{"Pref"={"#comment"=":"}}{"Pref"={"#comment"="Z"}}{"Pref"={"Pin"=""}}{"Pref"={"Package"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="96"}}
Pin: \n\n# \n	{"Pref"={"Pin"=""}}{"Pref"={"#comment"=""}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Pin: o1K\n\nPackage: *\n\n# e\n\nPackage: *\n\nPin-Priority: 583\n\n# \n	{"Pref"={"Pin"="o1K"}}{"Pref"={"Package"="*"}}{"Pref"={"#comment"="e"}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="583"}}{"Pref"={"#comment"=""}}
Pin: S6\n\nPin: Sge=\n\nPin: \n\nPin-Priority: 5\n	{"Pref"={"Pin"="S6"}}{"Pref"={"Pin"="Sge="}}{"Pref"={"Pin"=""}}{"Pref"={"Pin-Priority"="5"}}
Explanation: +C_G\n\nPackage: \n	{"Pref"={"Explanation"="+C_G"}}{"Pref"={"Package"=""}}
Pin-Priority: 8\n\nPackage: *\n\nPackage: \n\nPackage: *\n\nPin-Priority: 93434185\n\nPackage: tNpv\n\nPin: UD:\n\nExplanation: \n	{"Pref"={"Pin-Priority"="8"}}{"Pref"={"Package"="*"}}{"Pref"={"Package"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="93434185"}}{"Pref"={"Package"="tNpv"}}{"Pref"={"Pin"="UD:"}}{"Pref"={"Explanation"=""}}
Explanation: W\n\n# E\n\n# h\n\nPin: "\n	{"Pref"={"Explanation"="W"}}{"Pref"={"#comment"="E"}}{"Pref"={"#comment"="h"}}{"Pref"={"Pin"="""}}
# Zr\n\nPin: hC\n\nPin: E+1\n	{"Pref"={"#comment"="Zr"}}{"Pref"={"Pin"="hC"}}{"Pref"={"Pin"="E+1"}}
Pin: Z\n\nPackage: \n\nExplanation: 4bzH\n	{"Pref"={"Pin"="Z"}}{"Pref"={"Package"=""}}{"Pref"={"Explanation"="4bzH"}}
Pin-Priority: 5\n\nPin-Priority: 9\n	{"Pref"={"Pin-Priority"="5"}}{"Pref"={"Pin-Priority"="9"}}
Explanation: \n\nExplanation: OA"2\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="OA"2"}}
